tvdss,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,fm,well,DTS,GR_CORR,NEUT_CORR,RESD_CORR,RESS_CORR,TEMP,TENS
49.420723155587986,12.25,13.014,2.153,0.022,149.594,97.377,0.449,2.82,42.517,40.143,35.107,182.683,Tangahoe Fm,cheal-g2,,,,,,,
49.51765522279035,12.25,13.042,2.147,0.022,147.828,96.71,0.463,2.795,44.887,42.291,36.801,182.766,Tangahoe Fm,cheal-g2,,,,,,,
49.61458728999271,12.25,13.027,2.148,0.023,145.231,94.519,0.472,2.779,44.29600000000001,41.58,35.872,182.696,Tangahoe Fm,cheal-g2,,,,,,,
49.71151935719502,12.25,12.987,2.158,0.025,141.966,92.863,0.472,2.793,42.764,39.915,33.983000000000004,182.857,Tangahoe Fm,cheal-g2,,,,,,,
49.80845142439738,12.25,12.931,2.177,0.027000000000000003,139.716,89.367,0.465,2.843,40.478,37.63,31.739,182.788,Tangahoe Fm,cheal-g2,,,,,,,
49.905383491599686,12.25,12.872,2.2,0.03,138.584,87.62700000000002,0.45,2.91,42.547,39.475,33.142,182.69,Tangahoe Fm,cheal-g2,,,,,,,
50.00231555880204,12.25,12.827,2.219,0.034,139.516,86.97399999999998,0.4370000000000001,2.964,47.50100000000001,44.137,37.185,182.814,Tangahoe Fm,cheal-g2,,,,,,,
50.0992476260044,12.25,12.813,2.226,0.037000000000000005,141.707,88.478,0.426,3.015,37.466,34.901,29.58,182.854,Tangahoe Fm,cheal-g2,,,,,,,
50.1961796932067,12.25,12.823,2.218,0.037000000000000005,144.789,90.245,0.421,3.023,36.994,34.594,29.583,182.878,Tangahoe Fm,cheal-g2,,,,,,,
50.29311176040906,12.25,12.845,2.201,0.038,147.221,93.908,0.422,3.028,35.653,33.411,28.713,182.901,Tangahoe Fm,cheal-g2,,,,,,,
50.39004382761137,12.25,12.876,2.185,0.039,148.96,97.194,0.436,3.006,37.321,35.025,30.202,182.962,Tangahoe Fm,cheal-g2,,,,,,,
50.48697589481373,12.25,12.909,2.173,0.041,149.52700000000004,99.835,0.457,3.009,38.934,36.562,31.574,183.001,Tangahoe Fm,cheal-g2,,,,,,,
50.583907962016106,12.25,12.942,2.166,0.043,149.149,100.539,0.477,2.975,40.255,37.883,32.879,183.113,Tangahoe Fm,cheal-g2,,,,,,,
50.68084002921839,12.25,12.966,2.162,0.048,147.825,99.786,0.486,2.944,39.729,37.538,32.885,183.116,Tangahoe Fm,cheal-g2,,,,,,,
50.77777209642075,12.25,12.978,2.161,0.053,146.284,97.847,0.485,2.886,38.775,36.832,32.668,183.228,Tangahoe Fm,cheal-g2,,,,,,,
50.874704163623036,12.25,12.984000000000002,2.157,0.057,144.785,96.142,0.471,2.849,37.658,35.973,32.329,183.386,Tangahoe Fm,cheal-g2,,,,,,,
50.971636230825396,12.25,12.992,2.153,0.059,143.596,94.523,0.454,2.807,37.714,36.098,32.592,183.335,Tangahoe Fm,cheal-g2,,,,,,,
51.06856829802777,12.25,13.005,2.146,0.058,142.616,92.513,0.441,2.8080000000000003,37.378,35.735,32.177,183.325,Tangahoe Fm,cheal-g2,,,,,,,
51.16550036523007,12.25,13.029000000000002,2.144,0.054000000000000006,142.03799999999995,90.694,0.44,2.815,39.13,37.261,33.241,183.384,Tangahoe Fm,cheal-g2,,,,,,,
51.26243243243243,12.25,13.064,2.142,0.049,141.684,91.038,0.447,2.8510000000000004,39.831,37.761,33.339,183.431,Tangahoe Fm,cheal-g2,,,,,,,
51.359364499634744,12.25,13.105,2.144,0.044,141.493,92.459,0.46,2.874,40.983,38.666,33.758,183.314,Tangahoe Fm,cheal-g2,,,,,,,
51.4562965668371,12.25,13.158,2.144,0.042,141.465,93.523,0.475,2.9160000000000004,42.474,39.962,34.663000000000004,183.329,Tangahoe Fm,cheal-g2,,,,,,,
51.553228634039456,12.25,13.229,2.147,0.048,141.696,94.816,0.488,2.942,42.804,40.223,34.791,183.324,Tangahoe Fm,cheal-g2,,,,,,,
51.65016070124176,12.25,13.325,2.149,0.06,142.04,96.914,0.494,2.955,42.269,39.731,34.386,183.326,Tangahoe Fm,cheal-g2,,,,,,,
51.74709276844412,12.25,13.437,2.154,0.079,142.384,96.692,0.4920000000000001,2.924,41.496,38.995,33.732,183.248,Tangahoe Fm,cheal-g2,,,,,,,
51.84402483564643,12.25,13.53,2.158,0.096,142.565,94.959,0.481,2.906,41.549,39.031,33.734,183.363,Tangahoe Fm,cheal-g2,,,,,,,
51.94095690284879,12.25,13.577,2.162,0.108,142.542,92.383,0.467,2.888,41.475,38.941,33.613,183.393,Tangahoe Fm,cheal-g2,,,,,,,
52.037888970051135,12.25,13.581,2.161,0.107,142.30200000000005,91.801,0.464,2.881,41.481,38.933,33.581,183.39,Tangahoe Fm,cheal-g2,,,,,,,
52.13482103725347,12.25,13.56,2.1590000000000003,0.099,141.94899999999996,91.915,0.473,2.862,41.947,39.384,33.996,183.398,Tangahoe Fm,cheal-g2,,,,,,,
52.23175310445581,12.25,13.538,2.148,0.08199999999999999,141.54,92.843,0.4920000000000001,2.862,41.71100000000001,39.168,33.821,183.522,Tangahoe Fm,cheal-g2,,,,,,,
52.328685171658115,12.25,13.522,2.139,0.069,141.116,94.058,0.513,2.865,40.104,37.641,32.466,183.493,Tangahoe Fm,cheal-g2,,,,,,,
52.425617238860475,12.25,13.514,2.132,0.061,140.82,95.222,0.525,2.862,38.231,35.872,30.91800000000001,183.527,Tangahoe Fm,cheal-g2,,,,,,,
52.52254930606284,12.25,13.511,2.133,0.061,140.607,94.897,0.523,2.8680000000000003,38.167,35.842,30.95300000000001,183.565,Tangahoe Fm,cheal-g2,,,,,,,
52.619481373265145,12.25,13.504,2.134,0.064,140.47,93.323,0.506,2.875,39.104,36.775,31.866,183.515,Tangahoe Fm,cheal-g2,,,,,,,
52.7164134404675,12.25,13.498,2.141,0.071,140.217,91.754,0.49,2.886,40.389,38.067,33.156,183.366,Tangahoe Fm,cheal-g2,,,,,,,
52.813345507669794,12.25,13.496,2.148,0.077,139.976,90.06200000000004,0.475,2.874,40.014,37.792,33.076,183.273,Tangahoe Fm,cheal-g2,,,,,,,
52.91027757487216,12.25,13.495,2.155,0.08,139.641,89.26100000000002,0.468,2.88,37.919,35.865,31.493,183.283,Tangahoe Fm,cheal-g2,,,,,,,
