tvdss,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,fm,well,DTS,GR_CORR,NEUT_CORR,RESD_CORR,RESS_CORR,TEMP,TENS
932.8227807329844,8.5,8.3542,2.4025,0.0124,90.5754,106.5287,0.314815,3.1189,9.192,,8.9301,-442.7778,,cheal-a7,,,0.315273,,,42.9537,1451.4532
932.8227807329844,,,,,,,,,,,,,Kiore SST,cheal-a7,,,,,,,
932.8227807329844,,,,,,,,,,,,,Matemateaonga Fm,cheal-a7,,,,,,,
932.9636908900524,8.5,8.3247,2.4025,0.0124,90.5754,105.5438,0.309837,3.1189,9.1796,,8.933,-443.2556,Matemateaonga Fm,cheal-a7,,,0.310589,,,42.9537,1432.2899
933.1046010471208,8.5,8.2952,2.4025,0.0124,90.5754,104.559,0.304859,3.1189,9.1672,,8.9359,-443.7334,Matemateaonga Fm,cheal-a7,,,0.305904,,,42.9537,1413.1266
933.2455112041887,8.5,8.2835,2.4025,0.0124,90.3589,103.2984,0.296748,3.1189,9.2138,,8.9913,-444.1903,Matemateaonga Fm,cheal-a7,,,0.297552,,,42.9537,1411.8606
933.3864213612566,8.5,8.2924,2.4025,0.0124,89.8902,101.7166,0.284988,3.1189,9.3289,,9.1079,-444.62300000000016,Matemateaonga Fm,cheal-a7,,,0.284929,,,42.9537,1431.4408
933.5273315183246,8.5,8.3014,2.4025,0.0124,89.4214,100.1349,0.273228,3.1189,9.4441,,9.2245,-445.0557,Matemateaonga Fm,cheal-a7,,,0.272307,,,42.9537,1451.0211
933.6682416753928,8.5,8.3153,2.4029,0.0135292,89.4024,99.2199,0.267251,3.1174,9.5039,,9.2932,-445.4682,Matemateaonga Fm,cheal-a7,,,0.265717,,,42.9537,1464.569
933.8091518324608,8.5,8.3521,2.4048,0.0197641,91.4168,101.3201,0.287419,3.1091,9.3133,,9.1456,-445.7898,Matemateaonga Fm,cheal-a7,,,0.286407,,,42.9537,1450.8397
933.9500619895288,8.5,8.3889,2.4068,0.025999,93.4313,103.4202,0.307586,3.1008,9.1227,,8.998,-446.1113,Matemateaonga Fm,cheal-a7,,,0.30709699999999995,,,42.9537,1437.1106
934.0909721465966,8.5,8.4257,2.4088,0.032234,95.4457,105.5204,0.327754,3.0925,8.9321,,8.8504,-446.4328,Matemateaonga Fm,cheal-a7,,,0.327788,,,42.9537,1423.3813
934.2318823036647,8.5,8.4216,2.4078,0.0300414,96.2176,107.3669,0.323732,3.1107,8.8362,,8.7535,-446.8769,Matemateaonga Fm,cheal-a7,,,0.323732,,,42.9537,1432.0288
