tvdss,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,fm,well,DTS,GR_CORR,NEUT_CORR,RESD_CORR,RESS_CORR,TEMP,TENS,lat,lon
-218.52424160000004,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-218.37199400000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-218.2197464,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-218.06749879999998,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-217.91525120000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-217.7630036,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-217.61075600000004,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-217.45850840000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-217.3062608,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-217.15401319999998,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-217.00176560000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-216.849518,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-216.69727040000004,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-216.54502280000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-216.3927752,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-216.2405276,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-216.08828000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-215.9360324,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-215.78378480000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-215.63153720000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-215.4792896,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-215.327042,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-215.1747944,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-215.02254680000004,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-214.87029920000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-214.7180516,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-214.565804,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-214.41355640000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-214.26120000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-214.10880000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-213.95640000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-213.80400000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-213.65160000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-213.49920000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-213.34680000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-213.19440000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-213.04200000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-212.88960000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-212.73720000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-212.58480000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-212.43240000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-212.28000000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-212.12760000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-211.97520000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-211.82280000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-211.67040000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-211.51800000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-211.36560000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-211.21320000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-211.06080000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-210.90840000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-210.75600000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-210.60360000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-210.45120000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-210.29880000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-210.14640000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-209.99400000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-209.84160000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
-209.68920000000003,8.5,,,,,,,,,,,,,cheal-a4,,,,,,,,-39.3869628,174.3047086
