tvdss,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,fm,well,DTS,GR_CORR,NEUT_CORR,RESD_CORR,RESS_CORR,TEMP,TENS
614.2320000000002,8.5,8.317,2.324,0.001,103.706,128.45,0.395,2.842,18.151,15.834,9.37,-84.904,Matemateaonga Fm,cheal-a10,,,,,,,
614.3850000000001,8.5,8.386000000000001,2.3280000000000003,0.002,104.009,122.944,0.382,2.858,18.229,15.86,9.664,-84.346,Matemateaonga Fm,cheal-a10,,,,,,,
614.5369999999998,8.5,8.363,2.307,0.002,105.785,117.782,0.355,2.735,22.75,19.503,11.082,-83.787,Matemateaonga Fm,cheal-a10,,,,,,,
614.69,8.5,8.386000000000001,2.2230000000000003,0.0,105.516,111.445,0.35600000000000004,2.637,17.746,15.272,9.172,-83.079,Matemateaonga Fm,cheal-a10,,,,,,,
614.8420000000001,8.5,8.455,2.268,-0.001,106.58,111.005,0.369,2.697,22.109,18.948,10.336,-82.958,Matemateaonga Fm,cheal-a10,,,,,,,
614.994,8.5,8.432,2.282,0.0,108.631,107.955,0.393,2.865,26.488000000000003,22.765,12.277,-83.075,Matemateaonga Fm,cheal-a10,,,,,,,
615.1469999999998,8.5,8.408999999999999,2.246,-0.001,108.479,108.19,0.3720000000000001,2.794,20.656,17.773,10.234,-83.446,Matemateaonga Fm,cheal-a10,,,,,,,
615.299,8.5,8.447000000000001,2.233,-0.002,109.609,111.599,0.374,2.6710000000000003,19.611,16.851,9.407,-83.17399999999998,Matemateaonga Fm,cheal-a10,,,,,,,
615.452,8.5,8.317,2.234,-0.002,110.179,110.074,0.345,2.854,22.017,18.9,10.508,-82.208,Matemateaonga Fm,cheal-a10,,,,,,,
615.604,8.5,8.248,2.239,-0.002,109.799,108.821,0.358,2.86,22.972,19.701,11.405,-80.675,Matemateaonga Fm,cheal-a10,,,,,,,
615.7560000000002,8.5,8.271,2.23,-0.003,107.465,103.849,0.363,2.654,22.208,19.04,10.621,-79.85,Matemateaonga Fm,cheal-a10,,,,,,,
615.909,8.5,8.294,2.204,-0.002,94.403,105.44,0.36,2.565,20.959,18.012999999999995,9.669,-79.91199999999998,Matemateaonga Fm,cheal-a10,,,,,,,
616.0610000000001,8.5,8.398,2.447,0.0,90.557,105.755,0.341,2.763,31.56900000000001,27.1,12.599,-80.75,Matemateaonga Fm,cheal-a10,,,,,,,
616.214,8.5,8.432,2.392,-0.001,91.105,105.756,0.34,3.199,37.358,32.064,13.706,-81.542,Matemateaonga Fm,cheal-a10,,,,,,,
616.3660000000001,8.5,8.317,2.265,-0.005,94.101,104.216,0.375,2.702,24.066,20.774,10.889,-81.482,Matemateaonga Fm,cheal-a10,,,,,,,
616.5180000000001,8.5,8.325,2.2230000000000003,-0.006999999999999999,105.951,105.272,0.382,2.486,21.084,18.142,10.406,-81.829,Matemateaonga Fm,cheal-a10,,,,,,,
616.6710000000003,8.5,8.363,2.219,-0.006,109.064,108.703,0.38,2.548,22.603,19.492,10.858,-82.579,Matemateaonga Fm,cheal-a10,,,,,,,
616.8230000000002,8.5,8.378,2.257,-0.004,107.572,110.763,0.369,2.679,21.187,18.424,9.865,-83.221,Matemateaonga Fm,cheal-a10,,,,,,,
