tvdss,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,fm,well,DTS,GR_CORR,NEUT_CORR,RESD_CORR,RESS_CORR,TEMP,TENS,lat,lon
-195.71900000000002,,,,,,,,,,,,,,cheal-a12,,,,,,,,-39.387031,174.303977
-195.71900000000002,,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-195.567,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-195.41400000000002,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-195.262,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-195.11,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-194.957,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-194.805,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-194.65200000000002,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-194.5,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-194.348,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-194.195,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-194.043,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-193.89,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-193.738,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-193.58599999999998,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-193.433,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-193.28099999999998,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-193.128,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
-192.976,12.25,,,,,,,,,,,,Egmont Volcanics,cheal-a12,,,,,,,,-39.387031,174.303977
