tvdss,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,fm,well,DTS,GR_CORR,NEUT_CORR,RESD_CORR,RESS_CORR,TEMP,TENS,lat,lon,shale_cutoff,litho
23.25500000000001,8.5,8.455,2.208,-0.003,133.813,112.845,0.397,2.838,26.63,22.408,11.423,-114.625,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
23.408000000000033,8.5,8.478,2.181,-0.001,133.812,107.801,0.395,2.875,24.693,20.854,11.18,-114.81700000000001,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
23.56000000000001,8.5,8.225,2.207,0.003,133.467,112.493,0.39799999999999996,2.8089999999999997,25.201,21.232,11.290999999999999,-115.125,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
23.712000000000003,8.5,8.193999999999999,2.2119999999999997,0.006,128.572,115.074,0.39,2.748,24.298000000000002,20.503,10.99,-115.411,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
23.865000000000023,8.5,8.21,2.23,0.006999999999999999,127.06700000000001,114.956,0.39799999999999996,2.763,27.686,23.311999999999998,11.741,-115.52,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
24.01700000000001,8.5,8.193999999999999,2.227,0.004,126.025,109.678,0.39299999999999996,2.93,30.342,25.408,12.269,-115.68799999999999,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
24.170000000000034,8.5,8.168,2.239,0.003,127.74,107.801,0.418,2.898,24.85,20.993000000000002,10.995999999999999,-115.633,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
24.32200000000001,8.5,7.949,2.214,0.003,133.089,107.215,0.418,2.792,22.974,19.52,10.392999999999999,-115.512,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
24.474,8.5,7.926,2.21,0.005,134.866,111.085,0.43,2.865,25.108,21.29,11.032,-115.346,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
24.62700000000001,8.5,8.087,2.221,0.005,135.256,114.37,0.39,2.9389999999999996,28.083000000000002,23.674,11.879000000000001,-115.4,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
24.779000000000003,8.5,8.639,2.22,0.005,133.95,111.10799999999999,0.382,2.805,27.180999999999997,22.903000000000002,11.647,-115.60799999999999,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
24.932000000000023,8.5,8.674,2.229,0.006,134.356,110.404,0.402,2.8510000000000004,23.79300000000001,20.192999999999998,11.009,-115.625,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
25.08400000000001,8.5,8.685,2.2319999999999998,0.004,134.20600000000002,112.046,0.41100000000000003,2.862,24.836,21.041999999999998,11.747,-115.554,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
25.236,8.5,8.72,2.229,0.002,134.63299999999998,120.001,0.423,2.925,25.999000000000002,22.083000000000002,12.575,-115.662,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
25.38900000000001,8.5,8.777000000000001,2.21,-0.002,135.013,118.476,0.402,2.842,24.811999999999998,21.191999999999997,12.177,-115.617,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
25.541000000000004,8.5,8.839,2.218,-0.006,135.007,116.48200000000001,0.434,2.813,25.265,21.579,12.440999999999999,-115.93299999999999,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
25.694000000000024,8.5,8.846,2.219,-0.006,134.791,109.443,0.4370000000000001,2.8989999999999996,26.798000000000002,22.919,13.342,-116.40799999999999,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
25.84600000000001,8.5,8.869,2.2119999999999997,-0.002,134.21,107.149,0.423,2.96,25.761999999999997,22.17,13.193,-116.39200000000001,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
25.997999999999994,8.5,8.869,2.206,0.002,134.269,105.741,0.40700000000000003,2.967,25.564,21.916999999999998,13.159,-116.137,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
26.15100000000001,8.5,8.835,2.21,0.002,134.24,112.897,0.37799999999999995,2.946,24.99,21.326999999999998,12.902000000000001,-116.242,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
26.303,8.5,8.785,2.213,0.001,133.85399999999998,118.241,0.39899999999999997,2.927,23.85,20.195,12.112,-116.021,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
26.455999999999968,8.5,8.762,2.213,0.0,133.91,117.537,0.40399999999999997,2.905,23.014,19.4,11.517000000000001,-115.80799999999999,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
26.608000000000004,8.5,8.754,2.22,0.001,133.339,111.789,0.439,2.85,26.234,21.884,12.318,-115.637,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
26.75999999999999,8.5,8.731,2.227,-0.001,132.843,108.27,0.46,2.812,26.999000000000002,22.47,12.097000000000001,-115.78299999999999,,cheal-a10,,,,,,,,-39.387038,174.304239,shale,shale
